source_api,api_id,title,description,rss_url,website,email,itunes_id,latest_episode_id,latest_pub_date_ms,earliest_pub_date_ms,total_episodes,update_frequency_hours,listen_score,listen_score_global_rank,podcast_spotify_id,audience_size,itunes_rating_average,itunes_rating_count,spotify_rating_average,spotify_rating_count,last_posted_at,image_url,instagram_url,twitter_url,linkedin_url,tiktok_url,youtube_url,facebook_url,other_social_url
listennotes,ed5038ccbf854b8ab6b141724a142bbb,Health with Dr. Luke Iggulden ND,"<p>Health with Dr. Luke Iggulden ND</p><p><em>Health with Dr. Luke Iggulden ND</em> is a podcast based in Australia that explores natural health and wellbeing. The podcast is hosted by Dr. Luke Iggulden, an accredited natural medicine practitioner.</p><p><strong>Host Background</strong></p><p>As a Naturopathic Doctor and the founder of Elite Healthcare, I am passionate about empowering high-achieving individuals to optimise their health and well-being. My approach is rooted in a deep understanding of holistic medicine, biohacking, longevity medicine, and the therapeutic potential of entheogenic medicine.</p><p>Through a unique blend of evidence-based science and natural wisdom, I create bespoke treatment plans that address the root causes of health concerns and unlock peak performance. Whether you seek to enhance physical and cognitive function, extend your health span, or explore profound personal growth, Elite Healthcare offers a safe, supportive, and transformative environment.</p><p>My commitment to providing unparalleled care extends beyond traditional boundaries. I leverage cutting-edge diagnostics, lifestyle interventions, and regenerative therapies to promote vitality and longevity. I also recognise the profound potential of carefully selected plant medicines, administered within a controlled setting, to facilitate deep healing and spiritual exploration.</p><p><strong>Advocacy for Natural Medicine</strong></p><p>Dr. Iggulden is a vocal advocate for safe and legal access to natural medicine prescriptions, including currently restricted substances like cannabis, ayahuasca, and psilocybin mushrooms. He believes that these substances, when used responsibly and under the guidance of qualified practitioners, can offer significant therapeutic benefits for various conditions.</p><p><strong>Reception</strong></p><p>""Health with Dr. Luke Iggulden ND"" has gained a following among those interested in natural health and wellness, particularly in Australia, with listeners praising Dr. Iggulden's knowledge, passion, and engaging presentation style. The podcast has a 4.9-star rating on Apple Podcasts and is gaining popularity within the natural health community.</p><p>The podcast is popular for its informative content, practical advice, and engaging presentation style.</p><p></p><p><strong>External Links</strong></p><ul><li>Elite Healthcare Concierge Service: <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sacredherbology.com"">https://elite-healthcare.com</a></li></ul>",https://media.rss.com/sacredherbology/feed.xml,https://elite-healthcare.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Info@sacredherbology.com,,30b87abd9f3f45ccb589f5fe89d389b9,1716207239000,1643196619008,10,561,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/health-with-dr-luke-iggulden-nd-dr-luke-8aB7Gyo_-Oc-fdh4F3nOY7K.1400x1400.jpg,,,,,,,
listennotes,606a2ba2da9c43b886f6f23b994e4a33,MO Mushrooms,"<p>I'm a Missouri gal obsessed with the magical world of mushrooms! I want to educate myself along with you all on everything from growing your own edible mushrooms, to the latest medical research involving the benefits of our fungal friends.I experiment with all different kinds of formatting, you'll hear interviews with guests, as well as how-tos on foraging and cooking wild mushrooms. You'll even hear in depth discussions on mushrooms as they relate to spirituality, and how they have been incredibly important to humanity since the beginning of our life on Earth! I highly encourage questions from the audience- I will answer anything and everything about mycology! I am so very amateur compared to many other mushroom enthusiasts and mycologists out there, I consider myself a curious ""citizen scientist"" and I promise to present the most accurate facts possible, correcting myself any time it's necessary.There are all kinds of great podcasts out there about mushrooms, and many of them focus on the North American coasts, but I want to add a Midwest focus to the mix. We have a unique and beautiful landscape that provides us with some amazing 'shroomy goodness.&nbsp;</p>",https://feeds.buzzsprout.com/1636417.rss,https://www.buzzsprout.com/1636417?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1557787609,9624a345f885462da546e1b2c2bc7399,1714330800000,1614578400009,11,2424,26,10%,,,4.7,11,,,,https://cdn-images-3.listennotes.com/podcasts/mo-mushrooms-LSTM4Df0sAb-NJx2hI3rGL_.1400x1400.jpg,,,,,,https://www.facebook.com/wildwisebotanicals,
listennotes,b0bb1da211764061aacab178a499ff62,Exploring the World of Nootropic Mushrooms,"Dive into the transformative world of ⁠nootropic mushrooms⁠ on 'https://frequencycaps.com/.' Explore the cognitive benefits of Lion's Mane, stress-relief from Reishi, energy-boosting Cordyceps, and the immune support of Chaga. Learn how these natural wonders might unlock your mental and physical well-being. Tune in for insights and possibilities!

",https://anchor.fm/s/efc976e8/podcast/rss,https://podcasters.spotify.com/pod/show/shahidgori?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,shahidgori824@gmail.com,1723765649,88147331f9bd4daa90ab21b004dcff57,1703800019000,1703800019000,1,0,,,,,0,0,,,,https://cdn-images-3.listennotes.com/podcasts/exploring-the-world-of-nootropic-mushrooms-D1Ae82stfBN-tmRaKjCAsnl.1400x1400.jpg,,,,,,,
listennotes,5ab90b5e246e481eb57163bb04155ebf,Calvary Chapel Grand Forks Podcast,The podcast of the Sunday Sermon taught at Calvary Chapel Grand Forks. ,http://feeds.feedburner.com/CalvaryChapelGrandForksPodcast,http://www.ccgrandforks.org/wordpress?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,934140305,598b3c9bd15149489175afd9b007fb5b,7364539800000,1472380200000,209,8469,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/calvary-chapel-grand-forks-podcast-iBeZdKxYj36.1400x1400.jpg,,,,,,,
listennotes,da8d6ef84947406d89defd1efa089689,Bethel World Outreach Church Podcast,"Welcome to the Bethel World Outreach Church sermon podcast!
 
At Bethel, we value devotion, diversity, and discipleship, and our mission is to reach our city to touch the world. Learn more about us at bethelworld.org.",http://admin.bethelworld.org/podcasts/,https://bethelworld.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,communications@bethelworld.org,880724761,7b61a89891ef43f78d57ee19656766e5,4635338400000,1466355600000,271,167,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/bethel-world-outreach-church-podcast-bethel-v_pdgOhsNRi-_m-42Rtg8YQ.1400x1400.jpg,,,,,,,
listennotes,7f0cef50e3fa4e73afb684536ac23862,Asia Tech Podcast,Asia Tech Podcast by Graham D Brown is Voice of the Asian tech ecosystem. Every week we publish a roundup of the key tech trends in Asia. We focus on the latest mega and meta trends that impact Asia from an investment and consumer perspective. More information @ our new website -> www.ATP.show,http://www.atp.show/feed/podcast,http://www.pitchdeck.asia/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1192887526,2a7360397ae94a289666a2cbd5f8dac6,4364236800000,1483256228000,640,36,31,5%,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/asia-tech-podcast-asia-tech-podcast-Wp8Ir29lfPd.1400x1400.jpg,,,,,,,
listennotes,db08efe91b0d48bc9daee58a97b5302d,Fellowship Church at Plum Creek Podcast,Loving God and transforming lives by following Jesus,http://feeds.feedburner.com/FellowshipChurchAtPlumCreekPodcast,https://f-pc.org?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,848357986,cefc692c9c9844c0b64412cf846b04af,4336624800000,1471773600000,388,161,24,10%,,,4.7,13,,,,https://cdn-images-3.listennotes.com/podcasts/fellowship-church-at-plum-creek-podcast-n5IdTE1h-Q2.1400x1400.jpg,,,,,,,
listennotes,05254bc2739d42049c2eaa8213de0d70,FBC Gillis Podcast,"The preaching and teaching ministry of First Baptist Church of Gillis, Louisiana.",http://aster.nowsprouting.com/firstbaptistchurchofgillis/podcast.php?pageID=31,http://www.fbcgillis.org?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,glenn@fbcgillis.org,404091218,d109397297c44bce8e51056c2eeb5c72,3543757200000,1394384400000,30,1310,,,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/fbc-gillis-podcast-pastor-glenn-george-aXG-uBJoTcK.600x600.jpg,,,,,,,
listennotes,c5e6ecd7eec54106a2ed12292d8690ce,ATP Tennis Radio Podcast,The ATP's podcast featuring interviews with players and coaches plus discussion based around the tour's weekly events.,https://platform.sharp-stream.com/xmlfeed.php?client_id=99&key=443af1ed8dac36d8902a956f1e5bdbed&playlistid=305&platform=radioplayer_rss&pod_id=100,http://www.atptour.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,radio@atpmedia.tv,1228587782,46d84e693a8741f58d6d4a48071b65e9,1868529300000,1487635200000,686,154,39,2%,,,,,,,,https://cdn-images-3.listennotes.com/podcasts/atp-tennis-radio-atp-media-LtsNxn40Jub-X0b_YHf5MnO.600x600.jpg,,,,,,,
listennotes,268026777c3940f2be74713fba0b6808,Insight for Living Canada - Paws & Tales Podcast,"Welcome to Wildwood! The folks here live just like you and me. They love fun and adventure, enjoy their work and family, and try to learn each day what it means to be like Christ.

Share a laugh with C.J., Ned, Staci, and all their friends in The Club. Sit down and hear Captain Gus tell you a story from his days sailing the high seas. Visit Paw Paw Chuck at his fix-it shop. You might even run into Hugh McClaw and his cronies, Mange and Molty.

Whether you're six or 60, when you listen to Paws & Tales you'll always find something to laugh about, something to sing about, and something new to discover about our great and loving God.",https://feeds.feedburner.com/insightcanada/paws-tales,https://pawsandtales.org?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,eministries@insightforliving.ca,407284701,ef1da6d905974e06bb6f13cdfd7a8172,1761955200000,1475305200000,431,246,51,0.5%,,8600,4.5,489,,,,https://cdn-images-3.listennotes.com/podcasts/insight-for-living-canada-paws-tales-DIaVBAq-sNF.1400x1400.jpg,,,,,,,
listennotes,659a91fba35d4e348da0c19013eba573,The Kingdom Perspective,"The Kingdom Perspective is the official podcast of Christ Redeemer Church of Hanover, NH. The podcast exists to disseminate the thought-provoking teaching of CRC to the wider public. If you like what you hear, please pass these on to your friends. Find out more about our church at our website: christredeemerchurch.org.",https://podcasts.subsplash.com/f56cw5t/podcast.rss,,emily.lewis@christredeemerchurch.org,1541688731,660b2f11e0794849bbf11014f82c044c,1748340000000,1584093600368,391,83,26,10%,,900,4.8,18,,,,https://cdn-images-3.listennotes.com/podcasts/the-kingdom-perspective-christ-redeemer-low6bjZORXL-iKG14Mm6VHo.1400x1400.jpg,,,,,,,
listennotes,87d284a691254f0aad4121522aa202a8,JIMD Podcasts,JIMD Podcasts is home to the Journal of Inherited Metabolic Disease podcast and the JIMD Shortcast. We're also proud to showcase Metabolic Mysteries and the new Footprints in IMD podcast.,https://feeds.soundcloud.com/users/soundcloud:users:823863517/sounds.rss,https://onlinelibrary.wiley.com/journal/15732665?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,jamesnurse@me.com,1520215331,4d521e7978f24bbd88cb2736376143b1,1748304000000,1592903049207,212,215,30,5%,61Aeha0J5o87fkSByv6eNl,1100,5,8,5,10,,https://cdn-images-3.listennotes.com/podcasts/jimd-podcasts-journal-of-inherited-TGQWHNs_lVK-gIY0tfqM-3G.1400x1400.jpg,,,,,,,
listennotes,01935aa1a7404537b452953dd49ad5cb,Shambhala Publications,"Shambhala Publications' podcasts and audiobook excerpts.  Visit Shambhala.com for more books, articles, videos, news, courses, events, and more.",https://feeds.soundcloud.com/users/soundcloud:users:297569065/sounds.rss,http://shambhala.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1251124300,1ba08059a1544589b4b8fc0f433a3d0e,1747699200002,1498078672032,34,249,32,5%,5XQy9juv5CsWfbdk1Mx55C,900,4.8,18,,,,https://cdn-images-3.listennotes.com/podcasts/shambhala-publications-shambhala-publications-cAvRxbDzX5r-dMfoPmTciyw.1400x1400.jpg,,,,,,,
listennotes,487ace9340f64103af7d5a83bd0acb23,Phyto-Revival (The Podcast),"Phyto means ”relating to plants” or ”Plant-based” and Revival means an improvement in the condition or strength of something. That is what we are going to talk about! Your Host Dezaraé Haley, HHP served in Iraq from 2004-2005 and served a deployment to Kosovo in 2003. She has dusted the sand off her boots and dug her toes into the soil. This wife and mom of 4 will talk about what it is like being a veteran, a healer, a mom, a wife, and a Community Herbalist. If you like Plants, Shadow work, The Human Design System, and all things nature related... well, you will learn a thing or two.

Phyto-revival the podcast is for general educational and informational purposes only and does not constitute the practice of medicine, nursing or other professional health care services, including the giving of medical advice, and no doctor/patient relationship is formed. The use of information on this podcast or materials linked from this podcast is at the user’s own risk. The content of this podcast is not intended to be a substitute for professional medical advice, diagnosis, or treatment. Users should not disregard or delay in obtaining medical advice for any medical condition they may have and should seek the assistance of their health care professionals for any such conditions.",https://feed.podbean.com/PhytoRevival/feed.xml,https://phytorevival.podbean.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,1799087164,c4c6c0b100bc4219943a10c9cfd461a0,1746634629000,1738701395009,12,183,,,0bQAUHBbngeDz0mbUJYTZ8,1100,0,0,,,,https://cdn-images-3.listennotes.com/podcasts/phyto-revival-the-podcast-U-MFPfugAYG-IHFcUEsVeO5.1400x1400.jpg,,,,,,,
listennotes,0991cadaf5414c32ac6b01037c4a0f47,Simply Holistic with Dr. Toney,"<p>We review a vast variety of healthcare issues, lab testing, how to view results, and how we help you in general. We are a completely holistic, herbal medicine, healthcare clinic. Everything we do is from this approach. We see the body as a whole, with each system playing a part in that whole. We are equipped to treat across the specialties. </p>",https://media.rss.com/simplyholisticwithdrtoney/feed.xml,https://rss.com/podcasts/simplyholisticwithdrtoney?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,,,778db5c09b884bc2b7e3caaa60f6f881,1746627219000,1741911402082,85,20,,,,900,,,,,,https://cdn-images-3.listennotes.com/podcasts/simply-holistic-with-dr-toney-KGrYS709fgk-h3yoGUOPke7.1400x1400.jpg,,,,,,,hello@justsimplyholistic.com
listennotes,1d6b2b87c6fa408f88fc30aa165197e8,Herbs with Rosalee,"Curious about the healing nature of plants? You're in the right place. I’m Rosalee de la Forêt and I'm passionate about helping people discover the world of herbalism and natural health.

On this podcast, we explore the many ways plants heal, as food, as medicine, and through nature connection. Each week, I focus on a single seasonal plant and share trusted herbal knowledge so that you can get the best results when using herbs for your health.

My goal is that you’ll walk away from each episode feeling empowered, knowledgeable, and inspired to start working with herbs in your everyday life.

Sometimes you’ll sit down with just me and other times I may have special guests join the conversation. We’ll hear what their favorite herb and recipe is for the season.

All you have to do right now is make sure you’re subscribed to this podcast in your favorite podcast player so you don’t miss a thing.",https://feeds.captivate.fm/herbs-with-rosalee/,https://herbs-with-rosalee.captivate.fm?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,rosalee@herbswithrosalee.com,1570551691,196592f360b44157a16496bac8d9dc28,1746612000000,1622628000182,188,167,51,0.5%,4P3SwKuPsp3wVsOb4fBeNO,8900,5,482,4.9,212,,https://cdn-images-3.listennotes.com/podcasts/herbs-with-rosalee-XPYfKrENUGW-X7uRlUDjfv8.1400x1400.jpg,https://www.instagram.com/rosaleedelaforet,,,,https://www.youtube.com/channel/UCfg5fVOV6VXTZIHEfbIRoww,https://www.facebook.com/HerbalRemediesAdvice,
listennotes,7a10fb70f36b4a9b967e5c47731088c4,ReInvent Healthcare,"Reinvent Healthcare provides support, insight, and cutting edge information for health and wellness practitioners passionately committed to transforming our broken, disease-focused, healthcare system. 

Dr. Ritamarie Loscalzo, the founder of the Institute of Nutritional Endocrinology, shares more than 30 years of clinical experience using science-based, nutritional and natural approaches for successfully correcting the imbalances that lead to chronic disease. Her vast knowledge, infectious energy, and love for all things geeky will provide listeners with the kind of insights and information found nowhere else. Her commitment to and success in supporting the body's own ability to heal makes her a proven leader in the field of functional healthcare. 

An internationally recognized nutrition and women’s health authority, Dr. Ritamarie’s goal is to provide  practitioners with the knowledge and tools needed to guide their clients to optimal, lasting health.  Reinvent Healthcare provides that rare opportunity to thoroughly explore complicated issues. Dr. Ritamarie and expert guests will devote an entire month to a complex health topic, focusing on specific aspects each week. In the final episode, she will respond to questions submitted by her listeners, making Reinvent Healthcare a uniquely interactive and personal experience.

Dr. Ritamarie leads the way in the exploration and use of proven, science-backed, restorative therapeutics that go well beyond treating symptoms and get to the root cause of disease. Using diet, exercise, adaptogens, fasting, intermittent fasting, effective and directed supplementation, blood sugar and ketone testing, vitamin and mineral analysis, and herbal therapy, Dr. Ritamarie proves repeatedly that our bodies have an innate wisdom to heal when supported properly.

A self-proclaimed geek with a gift for teaching, Dr. Ritamarie will use nutritional endocrinology, nutrigenomics, epigenetics, functional assessments, and comprehensive lab testing, to take a deep dive into the science behind stubborn, yet common conditions such as inflammation, diabetes, food allergies, parasites, hair loss, hyper and hypo thyroidism, insulin dysregulation, autoimmune disease, Alzheimer's, adrenal fatigue, metabolic imbalance, gluten sensitivity, and microbiome/GI tract issues.  She will also explore recognized but lesser known holistic approaches that are moving to the forefront of the wellness industry.

Be sure to join  Dr. Ritamarie and Reinvent Healthcare each week, your go-to podcast for finding solutions to a broken system, one success story at a time.

More about your host Dr. Ritamarie Loscalzo

Dr. Ritamarie Loscalzo is a best-selling author and speaker known for her extensive knowledge, infectious energy, and inspirational message that encourages individuals to become their own best health advocate. She is an internationally recognized nutrition and health authority who specializes in using the wisdom of nature to restore hormone balance with a special emphasis on thyroid, adrenal and insulin imbalances. She founded the Institute of Nutritional Endocrinology to empower health and nutrition practitioners to get to the root cause of health concerns by using functional assessments and natural therapeutics to balance the endocrine system, the body's master controller.

Dr. Ritamarie is a licensed Doctor of Chiropractic with Certification in Acupuncture and is a Diplomat of the American Clinical Nutrition Board. She is a Certified Clinical Nutritionist with a Master’s in Human Nutrition,  has completed a 2-year, 500-hour Herbal Medicine Program at David Winston’s Center for Herbal Studies and has a master's degree in Computer Science, which contributes to her skills as an ace problem solver. 

To explore her life-changing programs and receive a free guide to Hormone Balance, or for more information about Dr. Ritamarie, please visit her website at https://drritamarie.com.",https://feeds.captivate.fm/reinvent-healthcare/,https://www.reinventhealthcare.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,podcast@drritmarie.com,1607359034,0e4e5ab7271f46ae8a1b7fd4de0a5fbd,1746604800000,1643235660156,159,167,29,10%,61JEXJDtHe46F0JaRYmjEk,800,5,10,5,9,,https://cdn-images-3.listennotes.com/podcasts/reinvent-healthcare-dr-ritamarie-loscalzo-CO3YD-vSijo-90G1z-Cuqai.1400x1400.jpg,https://www.instagram.com/guptaprogram,,,https://www.tiktok.com/@theguptaprogram,,https://www.facebook.com/guptaprogram,
listennotes,d52c0f840df44355bcac6c33a5cd8c3d,Integrative Connections,"Welcome to Integrative Connections! This is a wellness podcast for pets and their humans.

Dr. Angie Stamm is a holistic veterinarian with over 25 years of experience treating dogs, cats, and horses using a variety of integrative health modalities, including acupuncture, chiropractic, herbal medicine, ozone therapy, and regenerative medicine such as prolotherapy, stem cells, and nutrition. 

Kaela McGuire is a helicopter dog mom with an extensive background in psychology, spirituality, marketing, and community building.

Dr. Angie and Kaela have joined forces to enhance the health of pets and their humans by sharing and collaborating with cutting-edge thought leaders in the field of holistic health and integrative wellness.",https://feeds.libsyn.com/570535/rss,https://sites.libsyn.com/570535?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,hello@integrativeconnections.com,1800045189,17db05d4489d43be858da5b8e0fed35e,1746554100000,1741119960002,9,170,,,20KqrTifNy3CSkGP6JDput,1200,0,0,,,,https://cdn-images-3.listennotes.com/podcasts/integrative-connections-dr-angie-stamm-dvm-BEjl_UmXwq6-ftT3Rm6-KwF.1400x1400.jpg,https://www.instagram.com/integrative.connections,,,,,https://www.facebook.com/nutritionwithcb,
listennotes,a5ab57e211cc45128fcce02df1334a1c,KPFA - Planting Medicine,"Planting Medicine enhances the community’s knowledge of herbal medicine by sharing voices of traditional, holistic healers and healing practices.

Hosted and produced by Emiliano Lemus and Renée Camila.

Find archived episodes of The Herbal Highway here.",https://kpfa.org/program/planting-medicine/feed/,https://kpfa.org/program/planting-medicine/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,web@kpfa.org,1801772640,43943273d2884b458f582790427e0d2d,1746536400000,1739278807009,13,167,,,5CKYLqYia1Zs91SkniD1jr,800,5,4,,,,https://www.listennotes.com/static/v4/img/default/podcast-1400x1400.jpeg,,,,,,,
listennotes,0ff2e03e898e47208c9e962e63191945,"Ayahuasca | Psychedelics, Plant Medicine, and Spirit","A podcast about the healing power of Ayahausca and how plant medicine connects us deeper to spirit and our soul. Join the psychedelic tribe at jamesxandertrip.com
 
RESOURCES
 
Here are epic resources to help your spiritual journey: 
 
• Newsletter – jamesxandertrip.com
• James Xander – youtube.com/@emperorjames
• Unlock God Mode - unlockgodmode.org
• Mushroom Trip Checklist - mushroomchecklist.com
• Mushroom Trip Music - mushroomplaylist.com
• James Podcast – youtube.com/@jamesxandertrip
• Telegram channel – t.me/jamesxandertribe",https://feeds.transistor.fm/ayahuasca,https://mushroomchecklist.com?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,hey@jamesxander.com,1691986843,7c62bca86cb34418a69f4d9180407b01,1746005249000,1686365019046,57,174,26,10%,26DsHQl1v4FQPRXR4av5v0,2300,5,8,3.5,2,,https://cdn-images-3.listennotes.com/podcasts/ayahuasca-psychedelics-plant-medicine-and-hdVcEIvUZan-SOqCvRGhu1_.1400x1400.jpg,https://instagram.com/emperorjames,https://twitter.com/emperorjames,,,,,https://www.patreon.com/jamesxander
